order_id,order_date,client_id,sales_channel,event_type,status,discount_amount
1240,2023-06-02,805,offline,graduation,completed,0
1241,2023-06-02,806,online,wedding,completed,0
1242,2023-06-02,807,offline,graduation,completed,0
1243,2023-06-02,521,offline,wedding,completed,0
1244,2023-06-02,808,online,graduation,completed,200
1245,2023-06-02,339,offline,graduation,completed,0
1246,2023-06-02,809,offline,graduation,completed,0
1247,2023-06-02,810,offline,wedding,completed,0
1248,2023-06-02,460,online,graduation,completed,0
1249,2023-06-02,733,offline,wedding,completed,0
1250,2023-06-02,89,offline,birthday,completed,0
1251,2023-06-02,189,online,graduation,completed,0
1252,2023-06-03,787,online,wedding,completed,0
1253,2023-06-03,401,offline,graduation,completed,0
1254,2023-06-03,811,offline,wedding,completed,0
1255,2023-06-03,812,online,birthday,completed,0
1256,2023-06-03,813,offline,wedding,completed,0
1257,2023-06-03,814,offline,wedding,completed,0
1258,2023-06-03,443,offline,graduation,completed,0
1259,2023-06-03,362,online,graduation,completed,0
1260,2023-06-03,137,offline,graduation,completed,0
1261,2023-06-03,815,offline,wedding,completed,0
1262,2023-06-04,53,online,wedding,completed,200
1263,2023-06-04,816,offline,graduation,completed,0
1264,2023-06-04,817,offline,graduation,completed,100
1265,2023-06-04,818,offline,graduation,completed,0
1266,2023-06-04,819,online,birthday,completed,0
1267,2023-06-04,168,offline,graduation,completed,0
1268,2023-06-04,256,offline,birthday,completed,0
1269,2023-06-04,820,offline,graduation,completed,0
1270,2023-06-04,581,online,birthday,completed,0
1271,2023-06-04,821,online,birthday,completed,0
1272,2023-06-05,605,offline,wedding,completed,0
1273,2023-06-05,54,offline,wedding,completed,0
1274,2023-06-05,822,online,graduation,completed,0
1275,2023-06-05,823,offline,graduation,completed,0
1276,2023-06-05,824,offline,graduation,completed,150
1277,2023-06-05,249,online,graduation,completed,150
1278,2023-06-05,633,online,graduation,completed,0
1279,2023-06-05,825,offline,wedding,completed,0
1280,2023-06-05,826,offline,wedding,completed,0
1281,2023-06-05,827,offline,birthday,completed,0
1282,2023-06-05,828,online,wedding,completed,0
1283,2023-06-05,829,offline,graduation,completed,0
1284,2023-06-05,441,online,graduation,completed,200
1285,2023-06-05,371,offline,wedding,completed,0
1286,2023-06-05,830,offline,birthday,completed,0
1287,2023-06-06,413,offline,wedding,completed,200
1288,2023-06-06,831,offline,graduation,cancelled,0
1289,2023-06-06,832,online,wedding,completed,0
1290,2023-06-06,833,offline,wedding,completed,0
1291,2023-06-06,834,online,graduation,completed,0
1292,2023-06-06,132,online,graduation,completed,0
1293,2023-06-06,488,offline,graduation,completed,0
1294,2023-06-06,235,offline,graduation,completed,0
1295,2023-06-06,394,offline,graduation,completed,0
1296,2023-06-06,835,offline,birthday,completed,0
1297,2023-06-06,836,online,wedding,completed,0
1298,2023-06-06,837,offline,birthday,completed,0
1299,2023-06-07,838,online,birthday,completed,0
1300,2023-06-07,839,online,wedding,completed,0
1301,2023-06-07,385,offline,graduation,completed,0
1302,2023-06-07,840,offline,graduation,completed,0
1303,2023-06-07,841,offline,graduation,completed,0
1304,2023-06-07,842,online,wedding,completed,0
1305,2023-06-07,843,online,wedding,cancelled,0
1306,2023-06-07,406,online,graduation,completed,0
1307,2023-06-08,844,online,wedding,completed,0
1308,2023-06-08,773,offline,graduation,completed,0
1309,2023-06-08,845,offline,graduation,completed,0
1310,2023-06-08,691,online,wedding,completed,0
1311,2023-06-08,846,offline,graduation,completed,0
1312,2023-06-08,847,online,wedding,completed,0
1313,2023-06-08,1,online,birthday,completed,0
1314,2023-06-08,78,online,graduation,completed,0
1315,2023-06-09,210,online,birthday,completed,0
1316,2023-06-09,467,offline,graduation,completed,0
1317,2023-06-09,848,online,wedding,completed,400
1318,2023-06-09,288,offline,graduation,completed,0
1319,2023-06-09,830,online,graduation,completed,0
1320,2023-06-09,49,online,graduation,completed,0
1321,2023-06-09,849,offline,wedding,completed,0
1322,2023-06-09,418,online,birthday,completed,0
1323,2023-06-09,169,offline,wedding,completed,0
1324,2023-06-10,812,online,wedding,completed,0
1325,2023-06-10,758,online,wedding,completed,0
1326,2023-06-10,850,offline,wedding,completed,0
1327,2023-06-10,851,online,graduation,completed,100
1328,2023-06-10,852,online,graduation,completed,0
1329,2023-06-10,853,offline,graduation,completed,150
1330,2023-06-10,854,offline,graduation,completed,0
1331,2023-06-10,855,offline,birthday,completed,0
1332,2023-06-10,466,offline,wedding,completed,0
1333,2023-06-10,856,offline,wedding,completed,0
1334,2023-06-10,503,online,wedding,completed,0
1335,2023-06-11,670,offline,graduation,completed,0
1336,2023-06-11,119,online,graduation,completed,0
1337,2023-06-11,857,offline,wedding,completed,0
1338,2023-06-11,367,offline,graduation,completed,50
1339,2023-06-11,858,offline,graduation,completed,0
1340,2023-06-12,859,offline,graduation,completed,0
1341,2023-06-12,860,offline,graduation,completed,0
1342,2023-06-12,523,online,graduation,completed,0
1343,2023-06-12,231,offline,graduation,completed,0
1344,2023-06-12,383,offline,graduation,completed,0
1345,2023-06-12,662,offline,wedding,completed,0
1346,2023-06-12,379,online,graduation,completed,0
1347,2023-06-12,482,offline,birthday,completed,0
1348,2023-06-12,588,online,wedding,completed,500
1349,2023-06-12,296,offline,wedding,completed,0
1350,2023-06-13,861,offline,graduation,completed,0
1351,2023-06-13,862,offline,wedding,completed,0
1352,2023-06-13,863,offline,graduation,completed,0
1353,2023-06-13,864,online,wedding,completed,0
1354,2023-06-13,865,offline,birthday,completed,0
1355,2023-06-13,866,offline,graduation,completed,0
1356,2023-06-13,867,online,wedding,completed,0
1357,2023-06-13,363,offline,wedding,completed,0
1358,2023-06-13,868,offline,graduation,completed,0
1359,2023-06-13,869,online,graduation,completed,0
1360,2023-06-14,454,online,graduation,completed,0
1361,2023-06-14,870,online,wedding,completed,400
1362,2023-06-14,173,offline,birthday,completed,0
1363,2023-06-14,871,offline,graduation,completed,0
1364,2023-06-14,872,offline,graduation,completed,0
1365,2023-06-14,873,offline,wedding,completed,0
1366,2023-06-14,874,online,birthday,completed,0
1367,2023-06-14,875,online,graduation,cancelled,0
1368,2023-06-14,876,offline,birthday,completed,0
1369,2023-06-14,184,offline,graduation,completed,0
1370,2023-06-15,334,offline,graduation,completed,0
1371,2023-06-15,877,offline,graduation,completed,0
1372,2023-06-15,878,online,graduation,completed,0
1373,2023-06-15,533,online,wedding,completed,0
1374,2023-06-15,212,online,wedding,completed,200
1375,2023-06-15,221,offline,wedding,completed,0
1376,2023-06-15,879,offline,graduation,completed,0
1377,2023-06-15,880,offline,birthday,completed,0
1378,2023-06-15,868,offline,wedding,completed,1750
1379,2023-06-15,472,online,graduation,completed,0
1380,2023-06-15,881,offline,graduation,completed,0
1381,2023-06-16,882,offline,wedding,completed,0
1382,2023-06-16,883,offline,birthday,cancelled,0
1383,2023-06-16,689,offline,wedding,completed,0
1384,2023-06-16,884,offline,birthday,completed,0
1385,2023-06-16,826,offline,wedding,completed,0
1386,2023-06-16,885,online,birthday,completed,0
1387,2023-06-16,886,offline,graduation,completed,0
1388,2023-06-16,887,offline,birthday,completed,0
1389,2023-06-16,888,offline,graduation,completed,0
1390,2023-06-17,889,online,graduation,completed,0
1391,2023-06-17,664,online,birthday,cancelled,0
1392,2023-06-17,847,offline,birthday,completed,0
1393,2023-06-17,890,offline,birthday,completed,0
1394,2023-06-17,74,offline,graduation,completed,0
1395,2023-06-17,891,offline,wedding,completed,0
1396,2023-06-18,892,online,birthday,completed,0
1397,2023-06-18,594,online,wedding,completed,0
1398,2023-06-18,672,online,wedding,completed,0
1399,2023-06-18,884,online,birthday,completed,0
1400,2023-06-18,8,offline,wedding,completed,0
1401,2023-06-18,208,offline,wedding,completed,0
1402,2023-06-18,893,online,graduation,completed,0
1403,2023-06-18,894,offline,birthday,completed,0
1404,2023-06-18,895,offline,wedding,completed,0
1405,2023-06-18,896,online,graduation,completed,350
1406,2023-06-18,897,offline,birthday,completed,0
1407,2023-06-18,814,offline,wedding,completed,0
1408,2023-06-18,876,online,wedding,completed,0
1409,2023-06-19,22,online,wedding,completed,0
1410,2023-06-19,898,offline,wedding,completed,0
1411,2023-06-19,277,offline,wedding,completed,0
1412,2023-06-19,285,offline,graduation,completed,0
1413,2023-06-19,899,offline,graduation,completed,0
1414,2023-06-19,31,online,birthday,completed,0
1415,2023-06-19,793,offline,graduation,completed,0
1416,2023-06-19,900,online,wedding,completed,0
1417,2023-06-20,901,offline,birthday,completed,0
1418,2023-06-20,34,offline,graduation,completed,100
1419,2023-06-20,681,offline,graduation,completed,0
1420,2023-06-20,902,online,graduation,completed,0
1421,2023-06-20,903,online,birthday,completed,0
1422,2023-06-20,904,offline,birthday,completed,0
1423,2023-06-20,771,offline,graduation,completed,0
1424,2023-06-20,905,offline,graduation,completed,0
1425,2023-06-20,254,online,birthday,completed,100
1426,2023-06-20,174,offline,graduation,completed,0
1427,2023-06-20,906,offline,birthday,completed,0
1428,2023-06-20,907,offline,graduation,completed,0
1429,2023-06-20,908,offline,wedding,completed,0
1430,2023-06-20,909,online,wedding,completed,0
1431,2023-06-21,910,online,wedding,completed,0
1432,2023-06-21,911,offline,wedding,completed,0
1433,2023-06-21,854,online,graduation,completed,0
1434,2023-06-22,912,offline,wedding,completed,0
1435,2023-06-22,18,offline,graduation,completed,0
1436,2023-06-22,913,online,graduation,completed,200
1437,2023-06-22,914,online,birthday,completed,0
1438,2023-06-22,4,online,wedding,cancelled,0
1439,2023-06-22,915,offline,wedding,completed,0
1440,2023-06-22,912,online,graduation,cancelled,0
1441,2023-06-22,916,online,graduation,completed,0
1442,2023-06-22,917,offline,wedding,completed,0
1443,2023-06-23,915,online,wedding,completed,0
1444,2023-06-23,918,offline,wedding,completed,0
1445,2023-06-23,919,offline,wedding,completed,0
1446,2023-06-23,198,online,wedding,completed,0
1447,2023-06-23,920,offline,wedding,completed,0
1448,2023-06-23,486,offline,graduation,completed,0
1449,2023-06-23,921,online,graduation,completed,0
1450,2023-06-23,922,offline,birthday,completed,0
1451,2023-06-23,923,offline,birthday,completed,0
1452,2023-06-23,924,online,wedding,cancelled,0
1453,2023-06-24,55,offline,wedding,completed,0
1454,2023-06-24,925,online,wedding,completed,0
1455,2023-06-24,926,online,graduation,completed,250
1456,2023-06-24,927,offline,graduation,cancelled,0
1457,2023-06-24,928,online,wedding,completed,0
1458,2023-06-24,929,offline,birthday,completed,0
1459,2023-06-24,930,offline,wedding,completed,0
1460,2023-06-24,931,online,graduation,completed,0
1461,2023-06-25,932,online,wedding,completed,0
1462,2023-06-25,933,offline,graduation,completed,0
1463,2023-06-25,877,offline,wedding,completed,0
1464,2023-06-25,757,online,birthday,completed,0
1465,2023-06-25,934,offline,birthday,completed,0
1466,2023-06-25,935,offline,wedding,completed,0
1467,2023-06-25,542,offline,graduation,completed,0
1468,2023-06-25,647,offline,graduation,completed,0
1469,2023-06-25,936,offline,graduation,completed,0
1470,2023-06-25,937,offline,graduation,completed,0
1471,2023-06-25,938,offline,graduation,completed,0
1472,2023-06-25,939,offline,wedding,completed,0
1473,2023-06-25,940,online,graduation,completed,0
1474,2023-06-25,941,offline,wedding,completed,0
1475,2023-06-25,942,offline,graduation,completed,0
1476,2023-06-26,943,online,wedding,cancelled,0
1477,2023-06-26,537,offline,wedding,completed,0
1478,2023-06-26,944,online,birthday,completed,0
1479,2023-06-26,945,offline,graduation,completed,0
1480,2023-06-26,946,online,birthday,completed,250
1481,2023-06-26,947,offline,wedding,completed,0
1482,2023-06-26,797,offline,birthday,completed,0
1483,2023-06-26,948,offline,wedding,completed,0
1484,2023-06-26,949,offline,graduation,completed,0
1485,2023-06-26,950,online,graduation,completed,0
1486,2023-06-26,951,online,wedding,completed,0
1487,2023-06-26,952,online,graduation,completed,0
1488,2023-06-26,953,offline,birthday,completed,0
1489,2023-06-27,954,offline,graduation,completed,0
1490,2023-06-27,764,offline,wedding,completed,0
1491,2023-06-27,955,online,graduation,completed,0
1492,2023-06-27,956,online,graduation,completed,0
1493,2023-06-27,485,online,wedding,completed,0
1494,2023-06-29,957,offline,graduation,completed,0
1495,2023-06-29,292,offline,graduation,completed,0
1496,2023-06-29,958,offline,wedding,completed,0
1497,2023-06-29,959,online,wedding,completed,0
1498,2023-06-29,960,offline,graduation,completed,0
1499,2023-06-29,961,offline,birthday,completed,0
1500,2023-06-30,120,offline,graduation,completed,0
1501,2023-06-30,875,online,graduation,completed,200
1502,2023-06-30,962,offline,wedding,completed,0
1503,2023-06-30,226,offline,graduation,completed,0
1504,2023-07-01,907,online,wedding,completed,0
1505,2023-07-01,945,offline,just_because,completed,0
1506,2023-07-01,963,online,birthday,completed,0
1507,2023-07-02,964,offline,birthday,completed,150
1508,2023-07-02,244,offline,wedding,completed,0
1509,2023-07-02,965,online,wedding,completed,0
1510,2023-07-02,442,online,wedding,completed,0
1511,2023-07-02,966,offline,just_because,completed,0
1512,2023-07-02,967,online,wedding,completed,0
1513,2023-07-02,968,online,corporate,completed,1750
1514,2023-07-03,969,offline,just_because,completed,0
1515,2023-07-03,374,offline,birthday,completed,0
1516,2023-07-03,970,online,just_because,completed,0
1517,2023-07-03,179,online,just_because,completed,50
1518,2023-07-03,971,online,just_because,completed,550
1519,2023-07-04,613,offline,just_because,completed,0
1520,2023-07-05,972,online,just_because,completed,350
1521,2023-07-05,241,offline,birthday,completed,0
1522,2023-07-06,66,offline,just_because,completed,0
1523,2023-07-06,973,offline,just_because,completed,250
1524,2023-07-06,974,offline,birthday,completed,0
1525,2023-07-06,583,online,just_because,completed,0
1526,2023-07-06,975,online,birthday,completed,0
1527,2023-07-06,851,offline,just_because,completed,0
1528,2023-07-07,976,offline,birthday,completed,0
1529,2023-07-07,977,offline,wedding,completed,0
1530,2023-07-07,978,offline,just_because,completed,0
1531,2023-07-07,979,online,just_because,completed,500
1532,2023-07-08,980,online,birthday,completed,250
1533,2023-07-08,208,online,birthday,completed,0
1534,2023-07-08,981,offline,birthday,completed,0
1535,2023-07-08,982,offline,just_because,completed,0
1536,2023-07-08,983,offline,birthday,completed,0
1537,2023-07-08,439,offline,just_because,completed,0
1538,2023-07-08,142,offline,birthday,completed,0
1539,2023-07-08,816,offline,just_because,completed,0
1540,2023-07-08,984,online,birthday,completed,0
1541,2023-07-09,985,offline,wedding,completed,0
1542,2023-07-10,291,online,just_because,completed,0
1543,2023-07-11,228,offline,just_because,completed,0
1544,2023-07-11,757,offline,birthday,completed,0
1545,2023-07-11,109,offline,just_because,completed,0
1546,2023-07-12,986,online,wedding,completed,0
1547,2023-07-12,987,offline,just_because,completed,0
1548,2023-07-12,686,offline,just_because,completed,0
1549,2023-07-12,661,offline,just_because,completed,0
1550,2023-07-12,980,offline,just_because,cancelled,0
1551,2023-07-13,988,offline,birthday,completed,0
1552,2023-07-13,333,offline,wedding,completed,0
1553,2023-07-13,989,online,just_because,completed,0
1554,2023-07-13,619,offline,wedding,completed,0
1555,2023-07-14,990,offline,just_because,completed,0
1556,2023-07-14,771,offline,wedding,completed,0
1557,2023-07-14,991,offline,wedding,completed,0
1558,2023-07-15,684,offline,just_because,completed,0
1559,2023-07-15,207,online,corporate,completed,2100
1560,2023-07-15,977,online,birthday,completed,0
1561,2023-07-15,992,online,just_because,completed,0
1562,2023-07-15,993,offline,wedding,completed,0
1563,2023-07-15,718,offline,birthday,completed,0
1564,2023-07-15,994,online,birthday,completed,0
1565,2023-07-15,995,offline,just_because,completed,0
1566,2023-07-15,181,online,wedding,completed,250
1567,2023-07-15,996,offline,corporate,completed,950
1568,2023-07-15,997,offline,just_because,completed,0
1569,2023-07-15,998,offline,birthday,completed,0
1570,2023-07-16,999,online,birthday,completed,0
1571,2023-07-16,1000,offline,just_because,completed,0
1572,2023-07-16,1001,online,corporate,completed,2550
1573,2023-07-16,1002,offline,just_because,completed,0
1574,2023-07-16,1003,offline,corporate,completed,1950
1575,2023-07-16,423,offline,just_because,completed,0
1576,2023-07-17,1004,offline,just_because,completed,0
1577,2023-07-17,1005,online,birthday,completed,0
1578,2023-07-17,26,online,wedding,completed,0
1579,2023-07-17,1006,offline,birthday,completed,0
1580,2023-07-18,1007,online,birthday,completed,0
1581,2023-07-18,642,offline,wedding,completed,550
1582,2023-07-18,1008,offline,just_because,completed,150
1583,2023-07-18,1009,offline,corporate,completed,1000
1584,2023-07-18,1010,offline,just_because,completed,0
1585,2023-07-18,979,online,wedding,completed,0
1586,2023-07-18,610,online,corporate,completed,4250
1587,2023-07-19,1011,offline,wedding,completed,0
1588,2023-07-19,959,offline,birthday,completed,0
1589,2023-07-20,919,online,just_because,completed,0
1590,2023-07-21,872,online,just_because,completed,0
1591,2023-07-21,1012,offline,corporate,completed,150
1592,2023-07-21,1013,online,birthday,completed,0
1593,2023-07-22,1014,offline,just_because,completed,0
1594,2023-07-22,274,online,birthday,completed,0
1595,2023-07-22,658,online,birthday,completed,0
1596,2023-07-22,1015,offline,just_because,completed,0
1597,2023-07-22,1016,offline,just_because,completed,0
1598,2023-07-22,1017,offline,wedding,completed,0
1599,2023-07-22,1018,online,just_because,completed,0
1600,2023-07-22,1019,offline,just_because,completed,0
1601,2023-07-22,895,online,just_because,completed,150
1602,2023-07-23,1020,offline,wedding,completed,0
1603,2023-07-23,1021,offline,just_because,completed,0
1604,2023-07-23,919,offline,birthday,completed,0
1605,2023-07-23,1022,offline,just_because,completed,0
1606,2023-07-23,860,online,corporate,completed,0
1607,2023-07-24,1023,offline,just_because,completed,0
1608,2023-07-24,1024,online,birthday,completed,0
1609,2023-07-24,1025,offline,wedding,completed,0
1610,2023-07-24,205,offline,corporate,completed,1750
1611,2023-07-24,513,online,birthday,completed,0
1612,2023-07-24,1026,online,birthday,cancelled,0
1613,2023-07-25,1027,offline,just_because,completed,0
1614,2023-07-25,1028,offline,wedding,completed,0
1615,2023-07-26,1029,offline,just_because,completed,0
1616,2023-07-26,971,online,birthday,completed,250
1617,2023-07-26,1030,offline,corporate,completed,0
1618,2023-07-26,1031,offline,birthday,completed,0
1619,2023-07-26,560,offline,corporate,completed,800
1620,2023-07-27,1032,online,wedding,completed,0
1621,2023-07-27,1033,offline,birthday,completed,0
1622,2023-07-27,1034,online,birthday,cancelled,0
1623,2023-07-27,404,offline,birthday,completed,0
1624,2023-07-28,1035,offline,just_because,completed,0
1625,2023-07-28,1036,offline,just_because,completed,0
1626,2023-07-28,1037,offline,wedding,completed,0
1627,2023-07-29,1038,online,corporate,completed,0
1628,2023-07-29,1039,offline,birthday,completed,0
1629,2023-07-29,1040,offline,birthday,completed,0
1630,2023-07-29,657,online,wedding,completed,0
1631,2023-07-29,1041,offline,corporate,completed,1550
1632,2023-07-29,282,online,wedding,completed,0
1633,2023-07-29,1042,online,wedding,completed,0
1634,2023-07-29,322,offline,birthday,completed,0
1635,2023-07-29,1043,online,corporate,completed,800
1636,2023-07-30,985,offline,just_because,completed,0
1637,2023-07-30,1044,online,wedding,completed,0
1638,2023-07-30,1045,online,birthday,completed,0
1639,2023-07-31,1046,online,corporate,completed,1650
1640,2023-07-31,865,online,corporate,completed,2750
1641,2023-07-31,461,offline,wedding,cancelled,0
1642,2023-08-01,1047,online,birthday,completed,0
1643,2023-08-01,1048,offline,birthday,completed,0
1644,2023-08-01,1049,offline,just_because,completed,0
1645,2023-08-01,1050,offline,birthday,completed,0
1646,2023-08-01,1051,offline,birthday,completed,0
1647,2023-08-01,242,offline,just_because,completed,0
1648,2023-08-02,1052,offline,just_because,completed,0
1649,2023-08-02,1053,offline,wedding,completed,0
1650,2023-08-02,710,offline,birthday,completed,0
1651,2023-08-03,1018,offline,wedding,completed,0
1652,2023-08-03,364,offline,birthday,completed,0
1653,2023-08-03,1054,offline,wedding,completed,0
1654,2023-08-03,1055,offline,birthday,completed,0
1655,2023-08-03,224,offline,just_because,completed,0
1656,2023-08-03,903,online,corporate,completed,2400
1657,2023-08-03,178,offline,birthday,completed,0
1658,2023-08-04,1056,online,just_because,completed,0
1659,2023-08-04,1055,offline,birthday,completed,0
1660,2023-08-04,1057,offline,just_because,completed,0
1661,2023-08-04,738,offline,corporate,completed,0
1662,2023-08-05,1058,offline,birthday,completed,0
1663,2023-08-05,1059,offline,birthday,completed,0
1664,2023-08-05,1060,offline,birthday,completed,0
1665,2023-08-05,1061,online,just_because,completed,0
1666,2023-08-05,1062,offline,wedding,completed,0
1667,2023-08-06,1063,online,birthday,completed,100
1668,2023-08-06,1064,offline,wedding,completed,0
1669,2023-08-06,1065,offline,wedding,completed,0
1670,2023-08-06,1066,offline,wedding,completed,0
1671,2023-08-06,1067,online,birthday,cancelled,0
1672,2023-08-06,1068,online,just_because,completed,0
1673,2023-08-06,1069,offline,birthday,completed,0
1674,2023-08-07,1070,online,birthday,cancelled,0
1675,2023-08-07,1071,online,birthday,completed,0
1676,2023-08-08,447,offline,birthday,completed,0
1677,2023-08-08,1072,online,birthday,completed,150
1678,2023-08-08,1073,online,birthday,completed,0
1679,2023-08-08,631,online,wedding,completed,1000
1680,2023-08-08,848,offline,just_because,completed,0
1681,2023-08-08,577,offline,birthday,completed,0
1682,2023-08-08,1074,online,just_because,completed,0
1683,2023-08-09,1075,online,birthday,completed,0
1684,2023-08-09,332,online,birthday,completed,0
1685,2023-08-09,1076,online,just_because,completed,0
1686,2023-08-09,641,offline,just_because,completed,0
1687,2023-08-09,696,offline,just_because,completed,0
1688,2023-08-10,1077,online,just_because,completed,0
1689,2023-08-10,977,online,wedding,cancelled,0
1690,2023-08-11,1078,online,birthday,completed,0
1691,2023-08-11,1079,online,birthday,completed,0
1692,2023-08-11,261,offline,just_because,completed,0
1693,2023-08-11,834,online,birthday,completed,0
1694,2023-08-11,1080,offline,birthday,completed,0
1695,2023-08-12,1081,offline,just_because,completed,0
1696,2023-08-12,566,online,just_because,completed,0
1697,2023-08-12,1082,offline,just_because,completed,0
1698,2023-08-12,173,offline,just_because,completed,0
1699,2023-08-12,1083,online,birthday,completed,0
1700,2023-08-13,790,online,wedding,completed,0
1701,2023-08-13,1084,offline,just_because,completed,0
1702,2023-08-13,1085,offline,just_because,completed,0
1703,2023-08-13,1086,offline,birthday,completed,0
1704,2023-08-13,1087,offline,birthday,cancelled,0
1705,2023-08-14,1088,online,just_because,completed,0
1706,2023-08-14,550,offline,birthday,completed,0
1707,2023-08-14,555,offline,just_because,completed,0
1708,2023-08-15,1089,offline,wedding,completed,0
1709,2023-08-15,1090,offline,just_because,completed,0
1710,2023-08-15,1091,offline,corporate,completed,2250
1711,2023-08-15,1092,offline,just_because,completed,0
1712,2023-08-15,463,online,birthday,completed,0
1713,2023-08-16,1093,offline,birthday,completed,0
1714,2023-08-16,361,offline,just_because,completed,0
1715,2023-08-16,1094,offline,birthday,completed,0
1716,2023-08-16,1095,online,birthday,completed,200
1717,2023-08-16,900,offline,just_because,completed,0
1718,2023-08-16,1096,online,wedding,completed,700
1719,2023-08-17,816,offline,birthday,completed,0
1720,2023-08-17,719,offline,wedding,completed,0
1721,2023-08-17,1097,offline,just_because,completed,0
1722,2023-08-18,907,online,wedding,completed,0
1723,2023-08-18,1098,offline,just_because,completed,0
1724,2023-08-18,1099,offline,birthday,completed,150
1725,2023-08-18,1100,offline,wedding,completed,0
1726,2023-08-18,1101,offline,corporate,completed,0
1727,2023-08-18,444,offline,birthday,completed,250
1728,2023-08-18,1102,offline,wedding,completed,0
1729,2023-08-18,725,offline,wedding,completed,0
1730,2023-08-18,981,offline,birthday,completed,0
1731,2023-08-19,470,offline,birthday,completed,150
1732,2023-08-19,1103,offline,birthday,completed,0
1733,2023-08-19,976,online,wedding,completed,0
1734,2023-08-19,1104,offline,birthday,cancelled,0
1735,2023-08-19,1105,online,birthday,completed,650
1736,2023-08-19,1106,online,just_because,completed,0
1737,2023-08-19,1107,online,just_because,completed,0
1738,2023-08-20,58,offline,wedding,completed,0
1739,2023-08-20,1108,offline,just_because,completed,0
1740,2023-08-20,1109,online,birthday,completed,250
1741,2023-08-20,1110,offline,just_because,completed,0
1742,2023-08-21,1111,offline,birthday,completed,0
1743,2023-08-22,1112,online,birthday,completed,0
1744,2023-08-22,734,online,birthday,completed,0
1745,2023-08-22,1113,offline,wedding,completed,0
1746,2023-08-23,1114,offline,birthday,completed,0
1747,2023-08-23,1115,offline,birthday,completed,0
1748,2023-08-24,1116,offline,just_because,completed,0
1749,2023-08-24,1117,offline,birthday,completed,0
1750,2023-08-25,553,online,september_1,completed,0
1751,2023-08-25,1118,offline,september_1,completed,0
1752,2023-08-25,1119,online,september_1,completed,0
1753,2023-08-25,458,offline,september_1,completed,0
1754,2023-08-25,1120,offline,september_1,completed,0
1755,2023-08-25,966,offline,september_1,completed,0
1756,2023-08-25,535,offline,september_1,completed,0
1757,2023-08-25,1121,online,september_1,completed,0
1758,2023-08-25,1122,online,september_1,completed,0
1759,2023-08-25,1123,offline,september_1,completed,0
1760,2023-08-25,643,offline,september_1,completed,0
1761,2023-08-25,1124,offline,september_1,completed,0
1762,2023-08-25,1125,online,september_1,completed,0
1763,2023-08-25,1126,offline,september_1,completed,0
1764,2023-08-25,479,online,september_1,cancelled,0
1765,2023-08-25,1127,online,september_1,completed,0
1766,2023-08-25,1128,offline,september_1,completed,0
1767,2023-08-25,356,online,september_1,completed,0
1768,2023-08-25,1129,offline,september_1,completed,0
1769,2023-08-26,34,online,september_1,completed,200
1770,2023-08-26,1130,offline,september_1,completed,0
1771,2023-08-26,976,offline,september_1,completed,0
1772,2023-08-26,1131,online,september_1,completed,0
1773,2023-08-26,696,offline,september_1,completed,0
1774,2023-08-26,703,offline,september_1,completed,0
1775,2023-08-26,995,online,september_1,completed,100
1776,2023-08-26,1132,offline,september_1,completed,0
1777,2023-08-26,103,offline,september_1,completed,0
1778,2023-08-26,1133,online,september_1,completed,0
1779,2023-08-26,1134,offline,september_1,completed,0
1780,2023-08-26,1135,online,september_1,completed,0
1781,2023-08-26,1136,online,september_1,completed,0
1782,2023-08-26,1137,online,september_1,completed,200
1783,2023-08-26,1138,offline,september_1,completed,0
1784,2023-08-27,1139,online,september_1,completed,0
1785,2023-08-27,1140,online,september_1,completed,200
1786,2023-08-27,1141,offline,september_1,cancelled,0
1787,2023-08-27,1142,offline,september_1,completed,0
1788,2023-08-27,824,online,september_1,completed,0
1789,2023-08-27,1143,offline,september_1,completed,0
1790,2023-08-27,1144,online,september_1,completed,0
1791,2023-08-27,132,offline,september_1,completed,0
1792,2023-08-27,1145,offline,september_1,completed,0
1793,2023-08-27,611,offline,september_1,completed,0
1794,2023-08-27,1146,offline,september_1,completed,0
1795,2023-08-27,1147,online,september_1,completed,0
1796,2023-08-27,892,offline,september_1,completed,0
1797,2023-08-27,367,online,september_1,completed,0
1798,2023-08-27,231,online,september_1,completed,0
1799,2023-08-27,1148,offline,september_1,completed,0
1800,2023-08-27,1053,offline,september_1,completed,0
1801,2023-08-28,1149,online,september_1,cancelled,0
1802,2023-08-28,1150,online,september_1,completed,0
1803,2023-08-28,728,offline,september_1,completed,0
1804,2023-08-28,128,online,september_1,completed,0
1805,2023-08-28,1151,online,september_1,completed,0
1806,2023-08-28,1152,online,september_1,completed,0
1807,2023-08-28,1153,online,september_1,completed,0
1808,2023-08-28,1154,offline,september_1,completed,0
1809,2023-08-28,1155,offline,september_1,completed,0
1810,2023-08-28,1156,offline,september_1,completed,0
1811,2023-08-28,507,offline,september_1,completed,0
1812,2023-08-28,1157,offline,september_1,completed,0
1813,2023-08-28,1158,offline,september_1,completed,0
1814,2023-08-28,1159,offline,september_1,completed,0
1815,2023-08-28,333,online,september_1,completed,0
1816,2023-08-28,47,offline,september_1,completed,0
1817,2023-08-28,1160,offline,september_1,cancelled,0
1818,2023-08-28,583,offline,september_1,completed,0
1819,2023-08-28,1161,offline,september_1,completed,0
1820,2023-08-28,1162,offline,september_1,completed,0
