client_id,gender,age_group,first_order_date,client_type
785,male,45-54,2023-05-31,regular
786,female,25-34,2023-05-31,new
787,male,35-44,2023-05-31,regular
788,female,18-24,2023-05-31,regular
789,female,35-44,2023-05-31,new
790,female,35-44,2023-05-31,regular
791,female,18-24,2023-05-31,regular
792,male,45-54,2023-05-31,regular
793,unknown,45-54,2023-06-01,regular
794,unknown,25-34,2023-06-01,regular
795,female,25-34,2023-06-01,new
796,male,18-24,2023-06-01,regular
797,female,55+,2023-06-01,regular
798,male,45-54,2023-06-01,new
799,male,35-44,2023-06-01,new
800,male,25-34,2023-06-01,regular
801,male,55+,2023-06-01,regular
802,female,18-24,2023-06-01,regular
803,female,55+,2023-06-02,new
804,male,18-24,2023-06-02,regular
805,male,25-34,2023-06-02,regular
806,female,45-54,2023-06-02,regular
807,female,55+,2023-06-02,new
808,female,35-44,2023-06-02,regular
809,male,45-54,2023-06-02,regular
810,male,25-34,2023-06-02,new
811,female,45-54,2023-06-03,regular
812,female,18-24,2023-06-03,regular
813,female,35-44,2023-06-03,regular
814,female,55+,2023-06-03,regular
815,male,35-44,2023-06-03,regular
816,female,55+,2023-06-04,regular
817,male,35-44,2023-06-04,new
818,female,45-54,2023-06-04,new
819,female,35-44,2023-06-04,regular
820,female,18-24,2023-06-04,regular
821,male,55+,2023-06-04,regular
822,male,45-54,2023-06-05,regular
823,female,35-44,2023-06-05,regular
824,female,25-34,2023-06-05,regular
825,female,45-54,2023-06-05,regular
826,male,25-34,2023-06-05,regular
827,female,18-24,2023-06-05,new
828,male,35-44,2023-06-05,new
829,female,45-54,2023-06-05,regular
830,female,25-34,2023-06-05,regular
831,unknown,35-44,2023-06-06,new
832,female,25-34,2023-06-06,new
833,male,25-34,2023-06-06,regular
834,unknown,35-44,2023-06-06,regular
835,female,45-54,2023-06-06,regular
836,male,25-34,2023-06-06,regular
837,female,35-44,2023-06-06,new
838,female,25-34,2023-06-07,regular
839,male,35-44,2023-06-07,regular
840,female,35-44,2023-06-07,regular
841,male,25-34,2023-06-07,new
842,male,25-34,2023-06-07,new
843,female,45-54,2023-06-07,new
844,male,35-44,2023-06-08,new
845,male,35-44,2023-06-08,new
846,female,45-54,2023-06-08,regular
847,female,35-44,2023-06-08,regular
848,female,35-44,2023-06-09,regular
849,female,35-44,2023-06-09,regular
850,female,35-44,2023-06-10,regular
851,female,55+,2023-06-10,regular
852,female,45-54,2023-06-10,regular
853,female,25-34,2023-06-10,regular
854,male,45-54,2023-06-10,regular
855,female,18-24,2023-06-10,regular
856,female,35-44,2023-06-10,new
857,female,35-44,2023-06-11,regular
858,female,35-44,2023-06-11,regular
859,male,25-34,2023-06-12,regular
860,female,35-44,2023-06-12,regular
861,male,25-34,2023-06-13,regular
862,male,35-44,2023-06-13,regular
863,male,25-34,2023-06-13,regular
864,female,18-24,2023-06-13,new
865,male,35-44,2023-06-13,regular
866,female,25-34,2023-06-13,new
867,female,35-44,2023-06-13,regular
868,unknown,18-24,2023-06-13,regular
869,female,25-34,2023-06-13,regular
870,male,25-34,2023-06-14,new
871,female,18-24,2023-06-14,new
872,female,35-44,2023-06-14,regular
873,male,35-44,2023-06-14,regular
874,male,18-24,2023-06-14,regular
875,female,25-34,2023-06-14,regular
876,female,55+,2023-06-14,regular
877,female,25-34,2023-06-15,regular
878,male,35-44,2023-06-15,regular
879,female,25-34,2023-06-15,regular
880,female,25-34,2023-06-15,regular
881,male,35-44,2023-06-15,regular
882,male,25-34,2023-06-16,regular
883,female,25-34,2023-06-16,regular
884,female,45-54,2023-06-16,regular
885,male,45-54,2023-06-16,regular
886,female,25-34,2023-06-16,regular
887,female,45-54,2023-06-16,regular
888,male,25-34,2023-06-16,regular
889,female,25-34,2023-06-17,regular
890,female,18-24,2023-06-17,regular
891,male,35-44,2023-06-17,regular
892,female,25-34,2023-06-18,regular
893,male,35-44,2023-06-18,regular
894,male,25-34,2023-06-18,regular
895,female,25-34,2023-06-18,regular
896,male,25-34,2023-06-18,new
897,female,25-34,2023-06-18,regular
898,male,25-34,2023-06-19,new
899,male,45-54,2023-06-19,new
900,female,25-34,2023-06-19,regular
901,male,35-44,2023-06-20,regular
902,female,18-24,2023-06-20,new
903,female,25-34,2023-06-20,regular
904,female,45-54,2023-06-20,regular
905,male,18-24,2023-06-20,new
906,male,45-54,2023-06-20,regular
907,unknown,25-34,2023-06-20,regular
908,female,35-44,2023-06-20,regular
909,female,18-24,2023-06-20,new
910,female,25-34,2023-06-21,new
911,female,45-54,2023-06-21,regular
912,male,25-34,2023-06-22,regular
913,female,25-34,2023-06-22,new
914,male,25-34,2023-06-22,new
915,male,35-44,2023-06-22,regular
916,unknown,18-24,2023-06-22,regular
917,unknown,35-44,2023-06-22,regular
918,female,35-44,2023-06-23,regular
919,female,18-24,2023-06-23,regular
920,female,18-24,2023-06-23,regular
921,female,35-44,2023-06-23,new
922,female,25-34,2023-06-23,regular
923,female,35-44,2023-06-23,regular
924,male,45-54,2023-06-23,new
925,female,18-24,2023-06-24,regular
926,female,35-44,2023-06-24,regular
927,male,18-24,2023-06-24,new
928,female,55+,2023-06-24,new
929,male,45-54,2023-06-24,regular
930,female,35-44,2023-06-24,regular
931,female,35-44,2023-06-24,new
932,female,25-34,2023-06-25,new
933,female,25-34,2023-06-25,regular
934,female,35-44,2023-06-25,new
935,female,35-44,2023-06-25,regular
936,male,25-34,2023-06-25,regular
937,female,25-34,2023-06-25,regular
938,female,25-34,2023-06-25,regular
939,male,18-24,2023-06-25,new
940,male,25-34,2023-06-25,regular
941,male,25-34,2023-06-25,regular
942,female,35-44,2023-06-25,regular
943,female,45-54,2023-06-26,regular
944,male,25-34,2023-06-26,regular
945,female,35-44,2023-06-26,regular
946,male,25-34,2023-06-26,regular
947,female,18-24,2023-06-26,regular
948,male,25-34,2023-06-26,new
949,male,35-44,2023-06-26,new
950,female,25-34,2023-06-26,regular
951,male,18-24,2023-06-26,new
952,male,35-44,2023-06-26,regular
953,female,25-34,2023-06-26,regular
954,female,55+,2023-06-27,new
955,unknown,25-34,2023-06-27,regular
956,male,45-54,2023-06-27,regular
957,female,35-44,2023-06-29,regular
958,female,35-44,2023-06-29,regular
959,female,25-34,2023-06-29,regular
960,male,25-34,2023-06-29,regular
961,male,45-54,2023-06-29,new
962,male,18-24,2023-06-30,new
963,female,18-24,2023-07-01,regular
964,female,18-24,2023-07-02,regular
965,male,35-44,2023-07-02,regular
966,male,18-24,2023-07-02,regular
967,female,55+,2023-07-02,new
968,male,45-54,2023-07-02,regular
969,male,55+,2023-07-03,new
970,female,45-54,2023-07-03,new
971,female,35-44,2023-07-03,regular
972,female,18-24,2023-07-05,new
973,female,45-54,2023-07-06,new
974,female,25-34,2023-07-06,regular
975,female,25-34,2023-07-06,regular
976,male,25-34,2023-07-07,regular
977,female,35-44,2023-07-07,regular
978,female,55+,2023-07-07,new
979,female,18-24,2023-07-07,regular
980,male,25-34,2023-07-08,regular
981,male,18-24,2023-07-08,regular
982,female,25-34,2023-07-08,new
983,female,25-34,2023-07-08,new
984,male,55+,2023-07-08,regular
985,male,45-54,2023-07-09,regular
986,female,25-34,2023-07-12,regular
987,male,25-34,2023-07-12,regular
988,female,18-24,2023-07-13,new
989,female,25-34,2023-07-13,regular
990,female,25-34,2023-07-14,regular
991,male,25-34,2023-07-14,new
992,female,18-24,2023-07-15,regular
993,female,25-34,2023-07-15,new
994,female,45-54,2023-07-15,new
995,female,25-34,2023-07-15,regular
996,female,25-34,2023-07-15,regular
997,male,35-44,2023-07-15,regular
998,female,55+,2023-07-15,regular
999,female,18-24,2023-07-16,regular
1000,female,35-44,2023-07-16,regular
1001,male,35-44,2023-07-16,regular
1002,female,45-54,2023-07-16,new
1003,male,25-34,2023-07-16,regular
1004,male,35-44,2023-07-17,regular
1005,female,18-24,2023-07-17,new
1006,female,55+,2023-07-17,regular
1007,female,18-24,2023-07-18,regular
1008,male,18-24,2023-07-18,regular
1009,male,18-24,2023-07-18,new
1010,female,18-24,2023-07-18,regular
1011,female,25-34,2023-07-19,regular
1012,male,25-34,2023-07-21,new
1013,male,45-54,2023-07-21,regular
1014,female,35-44,2023-07-22,new
1015,male,45-54,2023-07-22,new
1016,female,35-44,2023-07-22,regular
1017,female,25-34,2023-07-22,regular
1018,male,45-54,2023-07-22,regular
1019,female,25-34,2023-07-22,new
1020,male,25-34,2023-07-23,regular
1021,male,25-34,2023-07-23,new
1022,unknown,35-44,2023-07-23,new
1023,female,35-44,2023-07-24,regular
1024,female,35-44,2023-07-24,new
1025,female,25-34,2023-07-24,regular
1026,female,45-54,2023-07-24,regular
1027,male,35-44,2023-07-25,regular
1028,male,25-34,2023-07-25,new
1029,female,35-44,2023-07-26,new
1030,male,45-54,2023-07-26,regular
1031,unknown,25-34,2023-07-26,new
1032,female,25-34,2023-07-27,regular
1033,male,25-34,2023-07-27,new
1034,male,55+,2023-07-27,regular
1035,male,35-44,2023-07-28,regular
1036,female,25-34,2023-07-28,regular
1037,male,18-24,2023-07-28,regular
1038,female,45-54,2023-07-29,regular
1039,male,25-34,2023-07-29,new
1040,female,45-54,2023-07-29,new
1041,male,45-54,2023-07-29,new
1042,female,35-44,2023-07-29,regular
1043,female,45-54,2023-07-29,new
1044,male,45-54,2023-07-30,regular
1045,female,55+,2023-07-30,regular
1046,male,25-34,2023-07-31,regular
1047,female,35-44,2023-08-01,regular
1048,female,25-34,2023-08-01,regular
1049,female,25-34,2023-08-01,regular
1050,female,25-34,2023-08-01,regular
1051,female,45-54,2023-08-01,regular
1052,male,45-54,2023-08-02,new
1053,male,25-34,2023-08-02,regular
1054,male,45-54,2023-08-03,regular
1055,female,25-34,2023-08-03,regular
1056,female,35-44,2023-08-04,regular
1057,female,25-34,2023-08-04,regular
1058,female,35-44,2023-08-05,regular
1059,male,45-54,2023-08-05,regular
1060,female,25-34,2023-08-05,regular
1061,female,35-44,2023-08-05,regular
1062,female,45-54,2023-08-05,new
1063,male,25-34,2023-08-06,new
1064,female,25-34,2023-08-06,regular
1065,male,25-34,2023-08-06,regular
1066,unknown,25-34,2023-08-06,new
1067,female,35-44,2023-08-06,regular
1068,male,35-44,2023-08-06,new
1069,male,45-54,2023-08-06,new
1070,female,25-34,2023-08-07,new
1071,male,45-54,2023-08-07,regular
1072,female,45-54,2023-08-08,regular
1073,male,25-34,2023-08-08,regular
1074,female,35-44,2023-08-08,new
1075,male,25-34,2023-08-09,regular
1076,female,25-34,2023-08-09,new
1077,male,25-34,2023-08-10,regular
1078,female,25-34,2023-08-11,regular
1079,female,18-24,2023-08-11,new
1080,male,18-24,2023-08-11,regular
1081,female,35-44,2023-08-12,regular
1082,female,25-34,2023-08-12,new
1083,unknown,25-34,2023-08-12,new
1084,male,18-24,2023-08-13,regular
1085,male,25-34,2023-08-13,regular
1086,male,45-54,2023-08-13,new
1087,female,55+,2023-08-13,regular
1088,female,55+,2023-08-14,regular
1089,female,35-44,2023-08-15,regular
1090,female,55+,2023-08-15,regular
1091,female,35-44,2023-08-15,regular
1092,male,55+,2023-08-15,new
1093,male,18-24,2023-08-16,new
1094,male,25-34,2023-08-16,new
1095,female,25-34,2023-08-16,regular
1096,female,45-54,2023-08-16,new
1097,female,25-34,2023-08-17,regular
1098,female,25-34,2023-08-18,regular
1099,female,25-34,2023-08-18,regular
1100,female,25-34,2023-08-18,regular
1101,male,35-44,2023-08-18,regular
1102,female,25-34,2023-08-18,new
1103,female,18-24,2023-08-19,new
1104,male,25-34,2023-08-19,new
1105,female,25-34,2023-08-19,regular
1106,male,18-24,2023-08-19,regular
1107,female,35-44,2023-08-19,new
1108,male,35-44,2023-08-20,regular
1109,male,35-44,2023-08-20,regular
1110,female,35-44,2023-08-20,regular
1111,female,25-34,2023-08-21,regular
1112,female,25-34,2023-08-22,new
1113,female,25-34,2023-08-22,new
1114,male,25-34,2023-08-23,regular
1115,female,45-54,2023-08-23,regular
1116,female,25-34,2023-08-24,new
1117,female,25-34,2023-08-24,regular
1118,male,35-44,2023-08-25,new
1119,female,45-54,2023-08-25,regular
1120,male,25-34,2023-08-25,new
1121,male,35-44,2023-08-25,new
1122,female,25-34,2023-08-25,regular
1123,male,35-44,2023-08-25,regular
1124,male,18-24,2023-08-25,new
1125,male,18-24,2023-08-25,regular
1126,female,25-34,2023-08-25,new
1127,female,18-24,2023-08-25,new
1128,male,25-34,2023-08-25,regular
1129,female,25-34,2023-08-25,new
1130,female,45-54,2023-08-26,new
1131,male,45-54,2023-08-26,regular
1132,unknown,18-24,2023-08-26,new
1133,female,35-44,2023-08-26,regular
1134,male,35-44,2023-08-26,new
1135,female,25-34,2023-08-26,new
1136,male,45-54,2023-08-26,regular
1137,male,45-54,2023-08-26,regular
1138,male,18-24,2023-08-26,regular
1139,female,35-44,2023-08-27,new
1140,female,25-34,2023-08-27,regular
1141,female,25-34,2023-08-27,new
1142,female,25-34,2023-08-27,regular
1143,male,25-34,2023-08-27,new
1144,female,35-44,2023-08-27,regular
1145,female,35-44,2023-08-27,new
1146,unknown,35-44,2023-08-27,regular
1147,female,25-34,2023-08-27,regular
1148,male,25-34,2023-08-27,regular
1149,male,25-34,2023-08-28,regular
1150,female,45-54,2023-08-28,regular
1151,male,55+,2023-08-28,new
1152,male,18-24,2023-08-28,regular
1153,female,25-34,2023-08-28,regular
1154,male,45-54,2023-08-28,regular
1155,female,55+,2023-08-28,regular
1156,male,35-44,2023-08-28,regular
1157,female,55+,2023-08-28,regular
1158,male,55+,2023-08-28,new
1159,female,45-54,2023-08-28,regular
1160,male,35-44,2023-08-28,new
1161,female,25-34,2023-08-28,regular
1162,female,45-54,2023-08-28,new
1163,female,35-44,2023-08-28,regular
1164,male,35-44,2023-08-28,regular
1165,female,18-24,2023-08-28,regular
1166,female,25-34,2023-08-29,regular
1167,female,25-34,2023-08-29,regular
1168,male,25-34,2023-08-29,regular
1169,male,25-34,2023-08-29,new
1170,male,25-34,2023-08-29,new
1171,female,45-54,2023-08-29,regular
1172,female,25-34,2023-08-29,regular
1173,female,35-44,2023-08-29,new
1174,male,25-34,2023-08-29,regular
1175,female,25-34,2023-08-29,new
1176,male,45-54,2023-08-29,regular
1177,female,25-34,2023-08-30,regular
1178,female,35-44,2023-08-30,new
1179,female,25-34,2023-08-30,regular
1180,male,35-44,2023-08-30,regular
1181,male,25-34,2023-08-30,regular
1182,female,35-44,2023-08-30,new
1183,female,45-54,2023-08-30,regular
1184,female,55+,2023-08-30,regular
1185,male,25-34,2023-08-30,regular
1186,male,35-44,2023-08-30,regular
1187,male,45-54,2023-08-30,regular
1188,female,18-24,2023-08-30,new
1189,unknown,45-54,2023-08-30,regular
1190,female,25-34,2023-08-30,regular
1191,male,55+,2023-08-30,new
1192,female,45-54,2023-08-31,new
1193,female,35-44,2023-08-31,regular
1194,female,25-34,2023-08-31,regular
1195,female,35-44,2023-08-31,new
1196,female,55+,2023-08-31,new
1197,female,25-34,2023-08-31,new
1198,female,25-34,2023-08-31,new
1199,female,45-54,2023-08-31,regular
1200,female,55+,2023-08-31,regular
1201,female,25-34,2023-08-31,regular
1202,female,18-24,2023-09-01,regular
1203,female,25-34,2023-09-01,new
1204,female,35-44,2023-09-01,regular
1205,unknown,25-34,2023-09-01,new
1206,female,18-24,2023-09-01,regular
1207,female,18-24,2023-09-01,new
1208,female,45-54,2023-09-01,regular
1209,female,55+,2023-09-01,regular
1210,female,45-54,2023-09-01,new
1211,female,18-24,2023-09-02,regular
1212,male,25-34,2023-09-02,regular
1213,female,25-34,2023-09-02,new
1214,female,18-24,2023-09-02,new
1215,female,35-44,2023-09-02,new
1216,female,25-34,2023-09-02,new
1217,unknown,45-54,2023-09-02,new
1218,female,25-34,2023-09-03,regular
1219,male,25-34,2023-09-03,new
1220,unknown,45-54,2023-09-03,regular
1221,female,35-44,2023-09-03,regular
1222,female,35-44,2023-09-04,new
1223,female,25-34,2023-09-04,regular
1224,female,45-54,2023-09-04,regular
1225,female,45-54,2023-09-04,new
1226,male,35-44,2023-09-05,regular
1227,male,55+,2023-09-06,regular
1228,male,55+,2023-09-06,new
1229,female,25-34,2023-09-06,new
1230,female,18-24,2023-09-06,regular
1231,female,25-34,2023-09-07,regular
1232,female,55+,2023-09-07,new
1233,female,25-34,2023-09-08,regular
1234,male,55+,2023-09-09,regular
1235,male,18-24,2023-09-09,regular
1236,female,35-44,2023-09-09,regular
1237,female,55+,2023-09-09,regular
1238,female,35-44,2023-09-09,regular
1239,female,55+,2023-09-09,new
1240,female,18-24,2023-09-09,new
1241,male,25-34,2023-09-10,new
1242,female,35-44,2023-09-10,regular
1243,female,25-34,2023-09-10,regular
1244,female,35-44,2023-09-11,regular
1245,female,35-44,2023-09-11,regular
1246,male,25-34,2023-09-12,new
1247,female,35-44,2023-09-12,regular
1248,male,25-34,2023-09-12,new
1249,female,55+,2023-09-13,new
1250,female,25-34,2023-09-13,new
1251,male,35-44,2023-09-13,regular
1252,female,45-54,2023-09-14,regular
1253,female,55+,2023-09-14,regular
1254,female,45-54,2023-09-14,new
1255,female,25-34,2023-09-15,regular
1256,female,45-54,2023-09-16,regular
1257,male,45-54,2023-09-16,new
1258,female,45-54,2023-09-16,regular
1259,male,55+,2023-09-16,new
1260,female,18-24,2023-09-17,regular
1261,female,25-34,2023-09-17,regular
1262,female,18-24,2023-09-17,regular
1263,male,55+,2023-09-17,regular
1264,female,18-24,2023-09-18,regular
1265,unknown,35-44,2023-09-18,regular
1266,female,45-54,2023-09-18,regular
1267,male,45-54,2023-09-18,new
1268,female,45-54,2023-09-18,regular
1269,unknown,18-24,2023-09-19,regular
1270,female,35-44,2023-09-19,new
1271,female,25-34,2023-09-20,new
1272,male,25-34,2023-09-20,regular
1273,female,25-34,2023-09-20,regular
1274,female,25-34,2023-09-21,regular
1275,female,35-44,2023-09-22,regular
1276,male,45-54,2023-09-23,regular
1277,female,55+,2023-09-23,new
1278,female,35-44,2023-09-23,regular
1279,female,25-34,2023-09-23,regular
1280,unknown,25-34,2023-09-24,new
1281,female,25-34,2023-09-24,regular
1282,female,45-54,2023-09-24,new
1283,male,45-54,2023-09-24,regular
1284,female,45-54,2023-09-25,new
1285,female,45-54,2023-09-25,new
1286,male,25-34,2023-09-26,regular
1287,female,25-34,2023-09-26,new
1288,male,55+,2023-09-26,new
1289,female,35-44,2023-09-27,regular
1290,female,25-34,2023-09-27,regular
1291,female,35-44,2023-09-27,regular
1292,female,25-34,2023-09-28,regular
1293,female,35-44,2023-09-29,regular
1294,male,35-44,2023-09-29,regular
1295,female,45-54,2023-09-29,new
1296,male,45-54,2023-09-30,regular
1297,male,35-44,2023-09-30,regular
1298,female,35-44,2023-10-01,regular
1299,female,35-44,2023-10-01,regular
1300,female,25-34,2023-10-01,regular
1301,female,45-54,2023-10-03,regular
1302,female,55+,2023-10-03,new
1303,female,45-54,2023-10-03,new
1304,female,25-34,2023-10-03,new
1305,female,35-44,2023-10-03,regular
1306,male,35-44,2023-10-04,new
1307,male,35-44,2023-10-04,regular
1308,female,35-44,2023-10-05,new
1309,female,35-44,2023-10-05,regular
1310,female,55+,2023-10-05,regular
1311,male,25-34,2023-10-05,regular
1312,female,55+,2023-10-06,regular
1313,female,25-34,2023-10-06,regular
1314,female,45-54,2023-10-06,regular
1315,male,55+,2023-10-08,regular
1316,female,35-44,2023-10-08,regular
1317,male,55+,2023-10-08,new
1318,female,35-44,2023-10-09,regular
1319,male,35-44,2023-10-09,new
1320,female,25-34,2023-10-09,new
1321,female,18-24,2023-10-10,regular
1322,unknown,25-34,2023-10-10,new
1323,unknown,45-54,2023-10-12,regular
1324,female,25-34,2023-10-12,regular
1325,female,55+,2023-10-12,regular
1326,female,55+,2023-10-13,regular
1327,male,35-44,2023-10-13,regular
1328,female,35-44,2023-10-14,regular
1329,female,25-34,2023-10-14,regular
1330,female,25-34,2023-10-14,regular
1331,female,45-54,2023-10-14,new
1332,female,25-34,2023-10-14,regular
1333,female,45-54,2023-10-14,regular
1334,unknown,18-24,2023-10-14,regular
1335,female,45-54,2023-10-15,regular
1336,female,35-44,2023-10-15,regular
1337,female,45-54,2023-10-15,regular
1338,female,25-34,2023-10-15,regular
1339,female,45-54,2023-10-16,regular
1340,female,18-24,2023-10-16,regular
1341,female,25-34,2023-10-16,regular
1342,female,35-44,2023-10-17,new
1343,male,25-34,2023-10-17,new
1344,male,25-34,2023-10-17,regular
1345,female,45-54,2023-10-18,new
1346,female,25-34,2023-10-18,regular
1347,female,45-54,2023-10-18,regular
1348,female,35-44,2023-10-19,new
1349,male,25-34,2023-10-19,regular
1350,male,25-34,2023-10-19,regular
1351,female,25-34,2023-10-20,regular
1352,female,35-44,2023-10-20,regular
1353,male,55+,2023-10-20,new
1354,male,18-24,2023-10-20,regular
1355,male,45-54,2023-10-20,new
1356,male,35-44,2023-10-22,new
1357,female,25-34,2023-10-22,new
1358,female,35-44,2023-10-22,regular
1359,male,45-54,2023-10-22,new
1360,female,25-34,2023-10-22,regular
1361,female,35-44,2023-10-22,regular
1362,female,25-34,2023-10-22,regular
1363,female,25-34,2023-10-23,new
1364,female,45-54,2023-10-23,new
1365,female,35-44,2023-10-23,regular
1366,female,35-44,2023-10-23,new
1367,male,25-34,2023-10-24,new
1368,female,25-34,2023-10-24,regular
1369,female,35-44,2023-10-24,regular
1370,male,35-44,2023-10-25,regular
1371,female,45-54,2023-10-25,regular
1372,female,25-34,2023-10-25,regular
1373,female,35-44,2023-10-26,new
1374,female,35-44,2023-10-26,new
1375,male,45-54,2023-10-26,regular
1376,male,35-44,2023-10-27,regular
1377,male,55+,2023-10-28,regular
1378,female,35-44,2023-10-28,new
1379,female,25-34,2023-10-28,regular
1380,male,25-34,2023-10-28,new
1381,male,55+,2023-10-29,new
1382,female,25-34,2023-10-29,regular
1383,male,25-34,2023-10-31,new
1384,male,18-24,2023-10-31,regular
1385,male,35-44,2023-10-31,regular
1386,male,35-44,2023-10-31,new
1387,female,18-24,2023-10-31,regular
1388,female,25-34,2023-11-01,regular
1389,male,45-54,2023-11-01,regular
1390,female,18-24,2023-11-01,regular
1391,male,35-44,2023-11-01,new
1392,female,25-34,2023-11-02,regular
1393,female,18-24,2023-11-02,regular
1394,female,45-54,2023-11-02,regular
1395,female,35-44,2023-11-03,new
1396,male,55+,2023-11-04,new
1397,female,18-24,2023-11-04,new
1398,female,18-24,2023-11-04,regular
1399,male,35-44,2023-11-05,regular
1400,female,25-34,2023-11-05,regular
1401,male,25-34,2023-11-05,new
1402,male,35-44,2023-11-05,new
1403,female,55+,2023-11-05,new
1404,male,25-34,2023-11-06,new
1405,female,25-34,2023-11-07,new
1406,male,55+,2023-11-07,regular
1407,male,35-44,2023-11-08,regular
1408,female,25-34,2023-11-08,regular
1409,male,45-54,2023-11-08,new
1410,male,25-34,2023-11-09,new
1411,male,45-54,2023-11-09,regular
1412,male,35-44,2023-11-09,new
1413,male,18-24,2023-11-10,regular
1414,female,35-44,2023-11-10,new
1415,unknown,18-24,2023-11-10,new
1416,female,25-34,2023-11-10,regular
1417,female,35-44,2023-11-10,regular
1418,female,18-24,2023-11-11,regular
1419,female,35-44,2023-11-11,regular
1420,male,25-34,2023-11-11,regular
1421,female,35-44,2023-11-12,regular
1422,female,25-34,2023-11-12,regular
1423,female,25-34,2023-11-12,regular
1424,female,45-54,2023-11-12,regular
1425,unknown,35-44,2023-11-13,new
1426,male,45-54,2023-11-13,new
1427,female,35-44,2023-11-13,new
1428,male,55+,2023-11-13,regular
1429,female,45-54,2023-11-14,new
1430,female,45-54,2023-11-14,new
1431,male,55+,2023-11-15,new
1432,female,35-44,2023-11-15,new
1433,female,35-44,2023-11-15,new
1434,unknown,45-54,2023-11-16,regular
1435,female,18-24,2023-11-16,new
1436,female,35-44,2023-11-17,new
1437,female,35-44,2023-11-17,regular
1438,male,18-24,2023-11-17,regular
1439,male,25-34,2023-11-17,new
1440,unknown,45-54,2023-11-17,new
1441,male,25-34,2023-11-17,regular
1442,female,35-44,2023-11-18,new
1443,unknown,18-24,2023-11-18,new
1444,male,45-54,2023-11-18,regular
1445,female,25-34,2023-11-18,new
1446,female,45-54,2023-11-18,new
1447,male,45-54,2023-11-19,regular
1448,male,18-24,2023-11-19,regular
1449,female,25-34,2023-11-19,regular
1450,female,25-34,2023-11-19,regular
1451,female,25-34,2023-11-19,regular
1452,female,25-34,2023-11-21,regular
1453,male,45-54,2023-11-22,new
1454,female,35-44,2023-11-22,regular
1455,male,55+,2023-11-22,regular
1456,male,35-44,2023-11-23,new
1457,female,18-24,2023-11-24,regular
1458,female,35-44,2023-11-25,regular
1459,female,25-34,2023-11-26,new
1460,female,35-44,2023-11-26,regular
1461,female,25-34,2023-11-27,new
1462,female,35-44,2023-11-27,regular
1463,female,35-44,2023-11-27,new
1464,unknown,25-34,2023-11-27,new
1465,unknown,55+,2023-11-28,new
1466,male,25-34,2023-11-28,regular
1467,female,35-44,2023-11-28,regular
1468,female,25-34,2023-11-29,new
1469,male,55+,2023-11-30,regular
1470,male,18-24,2023-11-30,regular
1471,male,25-34,2023-11-30,new
1472,female,35-44,2023-11-30,regular
1473,male,25-34,2023-11-30,regular
1474,female,35-44,2023-12-01,regular
1475,male,25-34,2023-12-01,regular
1476,male,25-34,2023-12-01,new
1477,female,25-34,2023-12-01,new
1478,male,35-44,2023-12-01,regular
1479,female,25-34,2023-12-02,new
1480,female,45-54,2023-12-02,new
1481,female,25-34,2023-12-02,new
1482,female,45-54,2023-12-02,new
1483,unknown,45-54,2023-12-03,new
1484,male,35-44,2023-12-03,regular
1485,female,45-54,2023-12-03,regular
1486,male,35-44,2023-12-03,regular
1487,female,35-44,2023-12-03,regular
1488,male,35-44,2023-12-03,new
1489,female,45-54,2023-12-05,regular
1490,female,35-44,2023-12-05,regular
1491,female,25-34,2023-12-05,regular
1492,male,18-24,2023-12-05,regular
1493,female,55+,2023-12-06,new
1494,female,55+,2023-12-06,new
1495,female,18-24,2023-12-07,new
1496,female,25-34,2023-12-08,regular
1497,female,25-34,2023-12-08,regular
1498,female,35-44,2023-12-08,regular
1499,male,18-24,2023-12-08,new
1500,female,55+,2023-12-09,new
1501,unknown,18-24,2023-12-09,new
1502,female,25-34,2023-12-09,regular
1503,female,45-54,2023-12-09,new
1504,female,45-54,2023-12-09,new
1505,male,18-24,2023-12-10,regular
1506,male,55+,2023-12-10,regular
1507,female,35-44,2023-12-10,regular
1508,female,35-44,2023-12-11,new
1509,female,35-44,2023-12-11,new
1510,female,35-44,2023-12-11,regular
1511,male,35-44,2023-12-12,new
1512,male,18-24,2023-12-12,new
1513,female,25-34,2023-12-12,new
1514,male,25-34,2023-12-13,regular
1515,female,25-34,2023-12-15,new
1516,male,35-44,2023-12-15,new
1517,female,25-34,2023-12-15,new
1518,female,25-34,2023-12-15,regular
1519,male,45-54,2023-12-16,new
1520,male,18-24,2023-12-16,new
1521,female,25-34,2023-12-16,new
1522,female,25-34,2023-12-17,new
1523,female,25-34,2023-12-17,regular
1524,female,35-44,2023-12-17,regular
1525,male,55+,2023-12-18,new
1526,female,35-44,2023-12-18,new
1527,female,35-44,2023-12-18,new
1528,female,25-34,2023-12-18,new
1529,female,25-34,2023-12-18,regular
1530,female,45-54,2023-12-19,new
1531,female,18-24,2023-12-19,regular
1532,female,45-54,2023-12-19,new
1533,male,35-44,2023-12-20,regular
1534,male,35-44,2023-12-20,new
1535,female,25-34,2023-12-20,regular
1536,female,25-34,2023-12-20,regular
1537,male,45-54,2023-12-20,new
1538,female,25-34,2023-12-20,regular
1539,male,45-54,2023-12-20,regular
1540,female,35-44,2023-12-20,regular
1541,male,35-44,2023-12-20,new
1542,male,55+,2023-12-20,regular
1543,male,35-44,2023-12-20,new
1544,female,18-24,2023-12-21,regular
1545,female,45-54,2023-12-21,regular
