order_item_id,order_id,bouquet_id,quantity,unit_price
1235,1119,11,1,3200
1236,1119,1,1,7200
1237,1120,24,1,5400
1238,1121,6,1,8000
1239,1122,11,1,3200
1240,1123,8,2,8300
1241,1124,5,1,7800
1242,1125,17,1,4800
1243,1126,17,1,4800
1244,1127,5,1,7800
1245,1128,1,1,7200
1246,1129,18,1,1650
1247,1130,7,4,4250
1248,1131,30,1,4700
1249,1132,25,2,3850
1250,1133,25,1,3850
1251,1134,10,3,5100
1252,1135,17,1,4800
1253,1136,17,1,4800
1254,1137,11,1,3200
1255,1138,8,1,8300
1256,1139,18,1,1650
1257,1140,1,1,7200
1258,1141,7,1,4250
1259,1141,23,1,2850
1260,1142,1,1,7200
1261,1143,23,1,2850
1262,1144,11,1,3200
1263,1145,5,1,7800
1264,1146,20,1,10150
1265,1147,14,1,5850
1266,1148,29,1,10200
1267,1149,7,1,4250
1268,1150,5,1,7800
1269,1151,7,1,4250
1270,1152,12,1,3650
1271,1153,30,2,4700
1272,1154,29,1,10200
1273,1155,12,1,3650
1274,1156,8,1,8300
1275,1157,29,1,10200
1276,1158,18,1,1650
1277,1159,9,1,6300
1278,1159,8,2,8300
1279,1159,9,1,6300
1280,1160,15,1,3700
1281,1160,4,1,4350
1282,1161,5,1,7800
1283,1162,25,1,3850
1284,1163,23,1,2850
1285,1164,27,1,5000
1286,1165,8,1,8300
1287,1166,26,1,7300
1288,1167,27,1,5000
1289,1168,12,1,3650
1290,1169,12,1,3650
1291,1170,25,1,3850
1292,1170,30,1,4700
1293,1171,8,1,8300
1294,1172,25,1,3850
1295,1173,30,1,4700
1296,1174,11,1,3200
1297,1175,15,1,3700
1298,1176,29,5,10200
1299,1177,8,1,8300
1300,1178,20,1,10150
1301,1178,5,2,7800
1302,1178,29,1,10200
1303,1179,14,1,5850
1304,1180,8,1,8300
1305,1180,26,1,7300
1306,1181,18,1,1650
1307,1182,17,1,4800
1308,1182,8,1,8300
1309,1182,9,1,6300
1310,1183,6,1,8000
1311,1184,8,1,8300
1312,1185,18,1,1650
1313,1186,7,1,4250
1314,1187,15,1,3700
1315,1188,23,1,2850
1316,1189,20,1,10150
1317,1189,1,1,7200
1318,1190,18,1,1650
1319,1191,25,1,3850
1320,1192,5,1,7800
1321,1193,29,5,10200
1322,1194,25,1,3850
1323,1195,15,1,3700
1324,1196,26,1,7300
1325,1196,17,1,4800
1326,1196,9,1,6300
1327,1197,8,1,8300
1328,1198,14,1,5850
1329,1199,15,1,3700
1330,1200,15,1,3700
1331,1201,25,1,3850
1332,1202,20,1,10150
1333,1203,4,1,4350
1334,1204,27,2,5000
1335,1205,8,1,8300
1336,1205,26,1,7300
1337,1206,20,1,10150
1338,1207,22,1,5800
1339,1208,5,1,7800
1340,1208,20,2,10150
1341,1208,17,3,4800
1342,1209,12,2,3650
1343,1210,12,2,3650
1344,1211,29,1,10200
1345,1211,26,1,7300
1346,1212,9,2,6300
1347,1213,8,1,8300
1348,1214,15,2,3700
1349,1215,5,1,7800
1350,1216,20,1,10150
1351,1217,4,1,4350
1352,1218,5,1,7800
1353,1219,20,1,10150
1354,1220,25,1,3850
1355,1221,18,1,1650
1356,1222,25,1,3850
1357,1223,26,1,7300
1358,1224,7,1,4250
1359,1225,5,1,7800
1360,1226,29,3,10200
1361,1227,5,1,7800
1362,1227,26,1,7300
1363,1228,5,1,7800
1364,1229,20,2,10150
1365,1230,20,1,10150
1366,1230,9,1,6300
1367,1231,5,1,7800
1368,1232,12,2,3650
1369,1233,25,1,3850
1370,1233,7,1,4250
1371,1234,25,1,3850
1372,1235,12,1,3650
1373,1236,24,1,5400
1374,1237,29,1,10200
1375,1238,7,2,4250
1376,1238,15,1,3700
1377,1239,29,1,10200
1378,1240,15,1,3700
1379,1241,8,1,8300
1380,1241,17,1,4800
1381,1242,27,1,5000
1382,1243,26,2,7300
1383,1244,4,1,4350
1384,1245,15,1,3700
1385,1246,25,1,3850
1386,1247,29,1,10200
1387,1248,7,1,4250
1388,1248,27,1,5000
1389,1249,29,1,10200
1390,1250,26,1,7300
1391,1251,15,1,3700
1392,1251,4,1,4350
1393,1252,20,3,10150
1394,1253,12,1,3650
1395,1254,6,1,8000
1396,1254,5,1,7800
1397,1254,29,1,10200
1398,1255,12,1,3650
1399,1256,5,1,7800
1400,1257,17,1,4800
1401,1257,20,1,10150
1402,1257,6,1,8000
1403,1258,4,1,4350
1404,1259,15,1,3700
1405,1260,12,1,3650
1406,1261,8,1,8300
1407,1262,26,1,7300
1408,1263,25,1,3850
1409,1264,15,1,3700
1410,1265,18,1,1650
1411,1266,17,1,4800
1412,1267,7,1,4250
1413,1268,22,1,5800
1414,1269,25,1,3850
1415,1270,17,1,4800
1416,1271,8,1,8300
1417,1272,20,1,10150
1418,1273,20,1,10150
1419,1273,6,1,8000
1420,1274,12,1,3650
1421,1275,7,1,4250
1422,1276,30,1,4700
1423,1277,27,1,5000
1424,1278,18,1,1650
1425,1279,29,1,10200
1426,1280,29,1,10200
1427,1281,25,1,3850
1428,1282,20,1,10150
1429,1283,7,1,4250
1430,1284,7,1,4250
1431,1285,5,1,7800
1432,1286,7,1,4250
1433,1287,9,1,6300
1434,1288,4,1,4350
1435,1289,8,2,8300
1436,1289,17,1,4800
1437,1290,5,1,7800
1438,1290,8,1,8300
1439,1291,25,1,3850
1440,1292,15,1,3700
1441,1292,12,1,3650
1442,1293,12,1,3650
1443,1294,12,1,3650
1444,1295,15,1,3700
1445,1296,12,1,3650
1446,1297,5,1,7800
1447,1298,11,1,3200
1448,1299,2,1,5450
1449,1300,5,1,7800
1450,1300,29,1,10200
1451,1300,8,1,8300
1452,1301,15,1,3700
1453,1302,7,1,4250
1454,1303,15,1,3700
1455,1304,8,3,8300
1456,1305,26,3,7300
1457,1305,8,1,8300
1458,1306,4,1,4350
1459,1307,8,1,8300
1460,1307,5,1,7800
1461,1308,12,1,3650
1462,1309,27,1,5000
1463,1309,30,1,4700
1464,1310,5,1,7800
1465,1311,15,1,3700
1466,1312,5,2,7800
1467,1313,7,1,4250
1468,1314,7,1,4250
1469,1315,8,1,8300
1470,1316,12,1,3650
1471,1317,6,1,8000
1472,1318,12,1,3650
1473,1319,30,1,4700
1474,1320,27,1,5000
1475,1321,9,1,6300
1476,1322,20,1,10150
1477,1323,8,1,8300
1478,1324,17,5,4800
1479,1324,29,1,10200
1480,1325,9,1,6300
1481,1326,29,2,10200
1482,1326,17,1,4800
1483,1326,8,1,8300
1484,1327,25,1,3850
1485,1328,15,1,3700
1486,1329,7,1,4250
1487,1330,4,1,4350
1488,1331,24,1,5400
1489,1332,20,1,10150
1490,1333,29,1,10200
1491,1333,5,1,7800
1492,1333,26,1,7300
1493,1334,5,1,7800
1494,1334,6,1,8000
1495,1335,12,1,3650
1496,1335,4,1,4350
1497,1336,18,1,1650
1498,1337,29,1,10200
1499,1338,18,1,1650
1500,1339,18,1,1650
1501,1340,15,1,3700
1502,1340,12,1,3650
1503,1341,25,1,3850
1504,1342,18,1,1650
1505,1343,7,1,4250
1506,1344,4,1,4350
1507,1345,20,1,10150
1508,1345,29,1,10200
1509,1345,8,1,8300
1510,1346,18,1,1650
1511,1347,5,1,7800
1512,1348,29,1,10200
1513,1349,20,1,10150
1514,1350,25,1,3850
1515,1351,8,1,8300
1516,1352,15,1,3700
1517,1353,8,2,8300
1518,1354,30,1,4700
1519,1355,7,1,4250
1520,1355,15,1,3700
1521,1356,20,1,10150
1522,1357,8,2,8300
1523,1358,15,1,3700
1524,1359,12,1,3650
1525,1360,4,1,4350
1526,1361,8,1,8300
1527,1362,18,1,1650
1528,1363,15,1,3700
1529,1364,12,1,3650
1530,1365,20,1,10150
1531,1366,14,1,5850
1532,1367,27,2,5000
1533,1368,7,1,4250
1534,1369,15,1,3700
1535,1370,7,1,4250
1536,1371,12,1,3650
1537,1372,15,1,3700
1538,1372,4,1,4350
1539,1373,9,1,6300
1540,1374,26,1,7300
1541,1375,9,1,6300
1542,1375,5,1,7800
1543,1375,20,1,10150
1544,1376,7,1,4250
1545,1377,25,1,3850
1546,1378,8,5,8300
1547,1378,5,1,7800
1548,1378,8,1,8300
1549,1379,27,1,5000
1550,1380,7,1,4250
1551,1381,20,3,10150
1552,1381,8,1,8300
1553,1382,20,1,10150
1554,1382,23,1,2850
1555,1383,5,5,7800
1556,1384,24,1,5400
1557,1385,29,1,10200
1558,1385,26,1,7300
1559,1386,12,1,3650
1560,1387,7,1,4250
1561,1388,23,1,2850
1562,1389,30,1,4700
1563,1390,7,1,4250
1564,1391,1,1,7200
1565,1392,7,1,4250
1566,1393,12,1,3650
1567,1394,25,1,3850
1568,1394,4,1,4350
1569,1395,20,1,10150
1570,1396,25,1,3850
1571,1396,6,1,8000
1572,1397,5,1,7800
1573,1398,8,2,8300
1574,1398,9,1,6300
1575,1399,26,1,7300
1576,1400,29,5,10200
1577,1400,8,2,8300
1578,1401,5,2,7800
1579,1402,4,1,4350
1580,1403,5,1,7800
1581,1404,26,3,7300
1582,1405,12,1,3650
1583,1405,12,1,3650
1584,1406,12,1,3650
1585,1407,29,1,10200
1586,1408,29,1,10200
1587,1409,20,1,10150
1588,1410,8,1,8300
1589,1410,26,3,7300
1590,1411,9,1,6300
1591,1412,12,1,3650
1592,1413,7,1,4250
1593,1413,27,1,5000
1594,1414,2,1,5450
1595,1415,4,1,4350
1596,1416,8,1,8300
1597,1416,6,3,8000
1598,1417,23,2,2850
1599,1418,15,1,3700
1600,1419,15,1,3700
1601,1420,18,1,1650
1602,1420,4,1,4350
1603,1421,7,1,4250
1604,1422,5,1,7800
1605,1423,7,1,4250
1606,1424,15,1,3700
1607,1425,25,1,3850
1608,1426,12,1,3650
1609,1427,30,1,4700
1610,1428,30,1,4700
1611,1429,29,3,10200
1612,1430,8,1,8300
1613,1431,20,1,10150
1614,1431,5,1,7800
1615,1432,29,1,10200
1616,1433,15,1,3700
1617,1434,29,1,10200
1618,1435,18,1,1650
1619,1436,12,1,3650
1620,1437,20,1,10150
1621,1438,20,1,10150
1622,1439,5,1,7800
1623,1439,6,1,8000
1624,1440,15,1,3700
1625,1441,15,1,3700
1626,1442,8,1,8300
1627,1442,26,1,7300
1628,1443,8,1,8300
1629,1443,29,1,10200
1630,1444,9,2,6300
1631,1445,8,1,8300
1632,1446,8,1,8300
1633,1447,20,1,10150
1634,1448,12,1,3650
1635,1448,15,1,3700
1636,1449,30,1,4700
1637,1450,7,1,4250
1638,1451,7,1,4250
1639,1452,17,1,4800
1640,1453,20,1,10150
1641,1453,17,1,4800
1642,1454,29,2,10200
1643,1454,8,1,8300
1644,1455,4,2,4350
1645,1456,4,1,4350
1646,1457,9,1,6300
1647,1458,7,1,4250
1648,1459,5,1,7800
1649,1460,15,1,3700
1650,1461,20,1,10150
1651,1461,8,1,8300
1652,1462,15,2,3700
1653,1463,9,3,6300
1654,1463,17,1,4800
1655,1464,20,1,10150
1656,1465,7,1,4250
1657,1466,20,1,10150
1658,1467,12,1,3650
1659,1468,4,1,4350
1660,1469,30,1,4700
1661,1470,30,1,4700
1662,1471,15,1,3700
1663,1472,9,1,6300
1664,1473,7,1,4250
1665,1474,8,1,8300
1666,1474,6,1,8000
1667,1475,18,1,1650
1668,1476,20,1,10150
1669,1477,5,1,7800
1670,1478,17,1,4800
1671,1479,12,1,3650
1672,1480,30,1,4700
1673,1481,29,1,10200
1674,1482,18,2,1650
1675,1483,8,2,8300
1676,1484,18,1,1650
1677,1484,27,1,5000
1678,1485,27,1,5000
1679,1486,6,1,8000
1680,1486,20,1,10150
1681,1486,17,3,4800
1682,1487,4,1,4350
1683,1488,22,1,5800
1684,1489,30,1,4700
1685,1490,17,1,4800
1686,1491,15,1,3700
1687,1491,25,2,3850
1688,1492,15,1,3700
1689,1493,17,1,4800
1690,1494,15,1,3700
1691,1495,30,1,4700
1692,1496,5,1,7800
1693,1497,9,1,6300
1694,1497,17,2,4800
1695,1498,7,1,4250
1696,1499,1,1,7200
1697,1500,7,1,4250
1698,1501,7,1,4250
1699,1502,29,1,10200
1700,1503,15,1,3700
1701,1504,29,1,10200
1702,1505,5,1,7800
1703,1506,24,2,5400
1704,1507,2,1,5450
1705,1508,29,5,10200
1706,1509,29,1,10200
1707,1510,5,2,7800
1708,1510,20,1,10150
1709,1511,21,1,4350
1710,1512,9,1,6300
1711,1513,11,4,3200
1712,1513,30,1,4700
1713,1514,24,1,5400
1714,1515,30,1,4700
1715,1516,22,1,5800
1716,1517,18,1,1650
1717,1518,7,1,4250
1718,1518,1,1,7200
1719,1519,30,1,4700
1720,1520,26,1,7300
1721,1521,7,1,4250
1722,1522,30,1,4700
1723,1523,7,2,4250
1724,1524,11,1,3200
1725,1524,21,1,4350
1726,1525,21,1,4350
1727,1526,7,1,4250
1728,1527,24,1,5400
1729,1528,23,1,2850
1730,1529,20,1,10150
1731,1530,20,1,10150
1732,1531,20,1,10150
1733,1532,17,1,4800
1734,1533,20,1,10150
1735,1534,5,1,7800
1736,1535,25,1,3850
1737,1536,17,1,4800
1738,1537,25,1,3850
1739,1538,5,1,7800
1740,1539,14,1,5850
1741,1540,1,1,7200
1742,1540,14,1,5850
1743,1541,8,1,8300
1744,1542,18,1,1650
1745,1543,5,1,7800
1746,1544,24,1,5400
1747,1545,7,1,4250
1748,1545,12,1,3650
1749,1546,8,1,8300
1750,1546,29,1,10200
1751,1547,20,1,10150
1752,1548,11,1,3200
1753,1549,7,1,4250
1754,1550,7,2,4250
1755,1551,2,1,5450
1756,1552,17,1,4800
1757,1552,20,3,10150
1758,1552,8,1,8300
1759,1553,25,2,3850
1760,1554,8,1,8300
1761,1555,24,1,5400
1762,1556,5,1,7800
1763,1557,17,1,4800
1764,1558,18,1,1650
1765,1559,16,5,6600
1766,1559,23,3,2850
1767,1560,20,1,10150
1768,1561,5,1,7800
1769,1562,8,1,8300
1770,1563,6,1,8000
1771,1564,6,1,8000
1772,1564,8,1,8300
1773,1565,7,1,4250
1774,1565,30,1,4700
1775,1566,5,1,7800
1776,1567,30,4,4700
1777,1568,25,1,3850
1778,1569,8,1,8300
1779,1570,24,1,5400
1780,1571,24,1,5400
1781,1572,11,1,3200
1782,1572,28,6,5500
1783,1573,8,1,8300
1784,1574,16,4,6600
1785,1574,7,3,4250
1786,1575,8,1,8300
1787,1576,5,2,7800
1788,1576,22,1,5800
1789,1577,24,1,5400
1790,1578,5,1,7800
1791,1579,7,1,4250
1792,1580,1,1,7200
1793,1581,29,1,10200
1794,1581,8,1,8300
1795,1582,30,1,4700
1796,1583,23,5,2850
1797,1584,18,1,1650
1798,1585,29,1,10200
1799,1585,20,1,10150
1800,1586,28,1,5500
1801,1586,10,6,5100
1802,1586,11,2,3200
1803,1587,8,1,8300
1804,1587,5,1,7800
1805,1588,17,1,4800
1806,1589,5,1,7800
1807,1590,11,1,3200
1808,1591,28,1,5500
1809,1592,14,1,5850
1810,1593,8,1,8300
1811,1594,11,1,3200
1812,1595,8,1,8300
1813,1596,1,1,7200
1814,1597,23,1,2850
1815,1598,20,1,10150
1816,1598,8,1,8300
1817,1598,29,1,10200
1818,1599,26,1,7300
1819,1600,5,1,7800
1820,1601,23,1,2850
1821,1602,26,1,7300
1822,1603,11,1,3200
1823,1604,6,1,8000
1824,1605,2,1,5450
1825,1606,11,2,3200
1826,1607,14,1,5850
1827,1608,26,1,7300
1828,1609,29,1,10200
1829,1610,28,1,5500
1830,1610,16,3,6600
1831,1611,18,1,1650
1832,1612,14,1,5850
1833,1613,7,1,4250
1834,1614,8,1,8300
1835,1615,7,1,4250
1836,1616,2,1,5450
1837,1617,30,1,4700
1838,1618,2,1,5450
1839,1619,11,5,3200
1840,1620,29,1,10200
1841,1621,6,1,8000
1842,1622,11,1,3200
1843,1623,7,1,4250
1844,1624,18,1,1650
1845,1625,12,1,3650
1846,1626,5,1,7800
1847,1627,28,1,5500
1848,1628,18,2,1650
1849,1628,11,1,3200
1850,1629,30,1,4700
1851,1630,6,1,8000
1852,1630,20,1,10150
1853,1631,28,4,5500
1854,1632,6,1,8000
1855,1633,9,1,6300
1856,1634,24,1,5400
1857,1635,10,2,5100
1858,1635,28,1,5500
1859,1636,12,1,3650
1860,1637,29,1,10200
1861,1637,9,1,6300
1862,1638,1,1,7200
1863,1639,28,6,5500
1864,1640,28,5,5500
1865,1641,20,2,10150
1866,1642,22,1,5800
1867,1643,22,1,5800
1868,1644,2,1,5450
1869,1645,16,1,6600
1870,1646,16,1,6600
1871,1647,24,1,5400
1872,1648,23,1,2850
1873,1649,26,1,7300
1874,1650,1,1,7200
1875,1651,8,1,8300
1876,1651,5,1,7800
1877,1651,20,1,10150
1878,1652,10,1,5100
1879,1653,20,1,10150
1880,1653,20,3,10150
1881,1654,2,1,5450
1882,1655,17,1,4800
1883,1656,28,4,5500
1884,1656,16,4,6600
1885,1657,25,1,3850
1886,1658,23,1,2850
1887,1659,11,1,3200
1888,1660,24,1,5400
1889,1661,23,1,2850
1890,1662,13,1,4200
1891,1663,6,1,8000
1892,1664,14,1,5850
1893,1665,25,1,3850
1894,1666,20,1,10150
1895,1666,26,1,7300
1896,1667,25,1,3850
1897,1668,8,1,8300
1898,1668,9,3,6300
1899,1669,20,1,10150
1900,1670,29,3,10200
1901,1671,16,1,6600
1902,1672,10,1,5100
1903,1673,23,1,2850
1904,1674,23,1,2850
1905,1675,18,1,1650
1906,1676,23,2,2850
1907,1677,23,1,2850
1908,1678,1,1,7200
1909,1679,29,1,10200
1910,1679,17,2,4800
1911,1680,10,1,5100
1912,1681,13,1,4200
1913,1682,30,1,4700
1914,1683,19,1,8600
1915,1684,6,1,8000
1916,1684,24,1,5400
1917,1685,2,1,5450
1918,1686,6,1,8000
1919,1687,25,1,3850
1920,1688,10,1,5100
1921,1689,29,1,10200
1922,1690,25,1,3850
1923,1691,1,1,7200
1924,1691,16,1,6600
1925,1692,7,1,4250
1926,1693,30,1,4700
1927,1694,1,1,7200
1928,1694,23,1,2850
1929,1695,22,1,5800
1930,1696,23,1,2850
1931,1697,18,1,1650
1932,1698,1,1,7200
1933,1699,25,1,3850
1934,1700,6,1,8000
1935,1700,9,1,6300
1936,1701,1,1,7200
1937,1702,25,1,3850
1938,1703,18,2,1650
1939,1704,2,1,5450
1940,1705,14,1,5850
1941,1706,11,1,3200
1942,1707,18,2,1650
1943,1708,26,1,7300
1944,1709,6,1,8000
1945,1710,11,10,3200
1946,1711,11,1,3200
1947,1712,1,1,7200
1948,1713,22,1,5800
1949,1714,7,1,4250
1950,1715,22,1,5800
1951,1715,10,1,5100
1952,1716,13,1,4200
1953,1717,14,1,5850
1954,1718,5,3,7800
1955,1719,19,1,8600
1956,1720,8,1,8300
1957,1721,24,1,5400
1958,1722,8,1,8300
1959,1723,1,1,7200
1960,1724,30,1,4700
1961,1725,29,1,10200
1962,1726,28,1,5500
1963,1727,6,1,8000
1964,1728,9,5,6300
1965,1729,6,1,8000
1966,1730,2,1,5450
1967,1731,24,1,5400
1968,1732,30,1,4700
1969,1733,26,1,7300
1970,1734,2,1,5450
1971,1735,6,1,8000
1972,1735,17,1,4800
1973,1736,30,1,4700
1974,1737,18,1,1650
1975,1738,5,1,7800
1976,1739,23,1,2850
1977,1740,6,1,8000
1978,1741,1,1,7200
1979,1741,16,1,6600
1980,1742,10,1,5100
1981,1743,14,1,5850
1982,1744,7,1,4250
1983,1745,17,1,4800
1984,1746,7,1,4250
1985,1747,23,1,2850
1986,1748,22,1,5800
1987,1749,19,1,8600
1988,1750,18,1,1650
1989,1751,12,1,3650
1990,1752,15,1,3700
1991,1752,25,1,3850
1992,1753,7,1,4250
1993,1754,25,1,3850
1994,1755,4,1,4350
1995,1756,7,1,4250
1996,1757,15,1,3700
1997,1758,15,1,3700
1998,1759,15,1,3700
1999,1760,15,1,3700
2000,1761,15,1,3700
2001,1762,18,1,1650
2002,1763,7,1,4250
2003,1764,25,1,3850
2004,1765,7,1,4250
2005,1766,12,1,3650
2006,1767,18,1,1650
2007,1767,15,1,3700
2008,1768,25,1,3850
2009,1768,18,1,1650
2010,1769,7,1,4250
2011,1770,25,1,3850
2012,1771,15,1,3700
2013,1772,25,1,3850
2014,1773,15,1,3700
2015,1774,15,1,3700
2016,1775,18,1,1650
2017,1776,12,1,3650
2018,1777,12,1,3650
2019,1778,18,1,1650
2020,1779,12,1,3650
2021,1780,12,1,3650
2022,1781,7,1,4250
2023,1782,25,1,3850
2024,1783,7,1,4250
2025,1784,15,1,3700
2026,1785,25,1,3850
2027,1786,7,1,4250
2028,1787,15,1,3700
2029,1788,4,1,4350
2030,1789,25,1,3850
2031,1790,15,1,3700
2032,1791,15,1,3700
2033,1792,4,1,4350
2034,1793,25,1,3850
2035,1794,12,1,3650
2036,1794,25,1,3850
2037,1795,12,1,3650
2038,1796,15,1,3700
2039,1797,15,1,3700
2040,1798,4,1,4350
2041,1799,25,1,3850
2042,1800,15,1,3700
2043,1801,7,1,4250
2044,1802,15,1,3700
2045,1803,4,1,4350
2046,1804,15,1,3700
2047,1805,12,1,3650
2048,1806,25,1,3850
2049,1807,15,1,3700
2050,1807,25,1,3850
2051,1808,12,1,3650
2052,1809,27,1,5000
2053,1810,27,1,5000
2054,1811,12,1,3650
2055,1812,25,1,3850
2056,1813,12,2,3650
2057,1814,15,1,3700
2058,1815,12,1,3650
2059,1816,25,1,3850
2060,1817,7,1,4250
2061,1817,12,1,3650
2062,1818,4,1,4350
2063,1819,12,1,3650
2064,1820,7,1,4250
2065,1821,18,1,1650
2066,1822,25,1,3850
2067,1823,12,1,3650
2068,1823,25,1,3850
2069,1824,15,1,3700
2070,1825,7,1,4250
2071,1826,25,1,3850
2072,1827,12,1,3650
2073,1828,7,1,4250
2074,1829,18,1,1650
2075,1830,27,1,5000
2076,1831,4,1,4350
2077,1832,25,1,3850
2078,1833,15,1,3700
2079,1834,18,1,1650
2080,1835,25,1,3850
2081,1836,7,1,4250
2082,1837,25,1,3850
2083,1838,4,1,4350
2084,1839,25,1,3850
2085,1840,15,1,3700
2086,1841,18,1,1650
2087,1842,25,1,3850
2088,1843,27,2,5000
2089,1844,7,1,4250
2090,1844,12,1,3650
2091,1845,7,1,4250
2092,1846,12,1,3650
2093,1847,25,1,3850
2094,1848,12,2,3650
2095,1849,25,1,3850
2096,1850,25,1,3850
2097,1851,25,1,3850
2098,1852,4,1,4350
2099,1853,4,1,4350
2100,1854,4,1,4350
2101,1855,15,1,3700
2102,1855,18,1,1650
2103,1856,18,2,1650
2104,1857,25,1,3850
2105,1858,15,1,3700
2106,1859,12,1,3650
2107,1860,25,1,3850
2108,1861,15,1,3700
2109,1862,15,1,3700
2110,1863,25,1,3850
2111,1864,7,1,4250
2112,1865,25,1,3850
2113,1866,18,2,1650
2114,1867,4,1,4350
2115,1868,12,1,3650
2116,1869,25,1,3850
2117,1870,15,1,3700
2118,1871,15,1,3700
2119,1872,15,1,3700
2120,1873,15,1,3700
2121,1874,15,1,3700
2122,1875,27,1,5000
2123,1876,4,1,4350
2124,1877,15,1,3700
2125,1878,27,1,5000
2126,1879,4,1,4350
2127,1880,12,1,3650
2128,1880,7,2,4250
2129,1881,7,1,4250
2130,1882,15,1,3700
2131,1883,4,1,4350
2132,1884,7,1,4250
2133,1884,4,1,4350
2134,1885,12,1,3650
2135,1885,15,1,3700
2136,1886,25,1,3850
2137,1887,18,1,1650
2138,1888,15,1,3700
2139,1889,24,1,5400
2140,1890,14,1,5850
2141,1890,22,1,5800
2142,1891,1,1,7200
2143,1892,30,1,4700
2144,1893,25,1,3850
2145,1894,18,1,1650
2146,1895,11,3,3200
2147,1895,28,1,5500
2148,1896,25,1,3850
2149,1897,24,1,5400
2150,1898,11,8,3200
2151,1898,23,2,2850
2152,1898,28,1,5500
2153,1899,6,1,8000
2154,1900,25,3,3850
2155,1901,1,1,7200
2156,1902,9,1,6300
2157,1903,16,1,6600
2158,1904,1,1,7200
2159,1905,11,4,3200
2160,1905,10,4,5100
2161,1906,28,1,5500
2162,1906,11,4,3200
2163,1906,11,1,3200
2164,1907,30,1,4700
2165,1908,16,1,6600
2166,1909,22,1,5800
2167,1910,11,3,3200
2168,1910,23,3,2850
2169,1911,11,1,3200
2170,1912,7,1,4250
2171,1913,23,1,2850
2172,1914,7,4,4250
2173,1915,7,8,4250
2174,1916,28,4,5500
2175,1917,11,1,3200
2176,1917,2,1,5450
2177,1918,1,1,7200
2178,1919,2,1,5450
2179,1919,22,1,5800
2180,1920,19,1,8600
2181,1921,17,1,4800
2182,1922,11,1,3200
2183,1923,18,1,1650
2184,1923,23,1,2850
2185,1924,6,1,8000
2186,1925,9,1,6300
2187,1926,2,1,5450
2188,1927,11,1,3200
2189,1928,19,2,8600
2190,1929,22,1,5800
2191,1930,14,1,5850
2192,1930,30,1,4700
2193,1931,6,1,8000
2194,1932,6,1,8000
2195,1933,2,1,5450
2196,1934,1,1,7200
2197,1935,2,1,5450
2198,1936,25,1,3850
2199,1937,7,1,4250
2200,1938,23,1,2850
2201,1939,11,2,3200
2202,1940,11,1,3200
2203,1941,23,1,2850
2204,1942,9,1,6300
2205,1943,7,1,4250
2206,1944,25,1,3850
2207,1944,30,1,4700
2208,1945,6,2,8000
2209,1946,9,1,6300
2210,1947,23,2,2850
2211,1948,23,2,2850
2212,1949,11,5,3200
2213,1950,1,1,7200
2214,1951,6,1,8000
2215,1952,7,1,4250
2216,1953,7,2,4250
2217,1954,25,1,3850
2218,1955,18,1,1650
2219,1956,6,1,8000
2220,1957,14,1,5850
2221,1958,24,1,5400
2222,1959,10,1,5100
2223,1960,6,1,8000
2224,1961,6,1,8000
2225,1962,22,1,5800
2226,1963,1,1,7200
2227,1964,11,1,3200
2228,1964,7,1,4250
2229,1965,25,2,3850
2230,1966,18,1,1650
2231,1967,30,1,4700
2232,1967,6,1,8000
2233,1968,2,1,5450
2234,1969,6,1,8000
2235,1970,9,1,6300
2236,1971,7,1,4250
2237,1972,13,1,4200
2238,1973,11,5,3200
2239,1974,30,1,4700
2240,1975,6,1,8000
2241,1976,6,1,8000
2242,1977,22,1,5800
2243,1978,22,1,5800
2244,1979,9,1,6300
2245,1979,30,1,4700
2246,1980,22,1,5800
2247,1981,23,1,2850
2248,1982,11,1,3200
2249,1982,28,3,5500
2250,1983,11,1,3200
2251,1984,25,1,3850
2252,1985,30,1,4700
2253,1986,30,1,4700
2254,1987,6,1,8000
2255,1988,6,1,8000
2256,1988,7,1,4250
2257,1989,25,1,3850
2258,1990,23,1,2850
2259,1991,16,1,6600
2260,1991,10,3,5100
2261,1992,11,1,3200
2262,1993,9,1,6300
2263,1994,2,1,5450
2264,1995,6,1,8000
2265,1996,10,1,5100
2266,1997,11,2,3200
2267,1998,22,2,5800
2268,1999,7,1,4250
2269,2000,30,1,4700
2270,2001,30,1,4700
2271,2002,7,1,4250
2272,2003,1,1,7200
2273,2004,30,1,4700
2274,2005,1,1,7200
2275,2006,23,1,2850
2276,2007,14,1,5850
2277,2007,13,1,4200
2278,2008,11,2,3200
2279,2009,10,1,5100
2280,2010,14,1,5850
2281,2011,10,1,5100
2282,2012,11,1,3200
2283,2012,1,1,7200
2284,2013,25,1,3850
2285,2014,17,1,4800
2286,2015,22,1,5800
2287,2016,16,1,6600
2288,2016,7,1,4250
2289,2017,11,1,3200
2290,2018,9,1,6300
2291,2019,25,1,3850
2292,2019,30,1,4700
2293,2020,17,1,4800
2294,2021,16,1,6600
2295,2022,9,1,6300
2296,2023,10,1,5100
2297,2023,7,1,4250
2298,2024,10,1,5100
2299,2025,30,1,4700
2300,2026,7,1,4250
2301,2027,14,1,5850
2302,2028,11,3,3200
2303,2029,1,1,7200
2304,2030,23,5,2850
2305,2031,16,1,6600
2306,2032,7,1,4250
2307,2033,10,1,5100
2308,2034,17,1,4800
